,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.1_Expected Annual Damage,A.1_Dike Investment Costs,A.1_Expected Number of Deaths,A.2_Expected Annual Damage,A.2_Dike Investment Costs,A.2_Expected Number of Deaths,A.3_Expected Annual Damage,A.3_Dike Investment Costs,A.3_Expected Number of Deaths,A.4_Expected Annual Damage,A.4_Dike Investment Costs,A.4_Expected Number of Deaths,A.5_Expected Annual Damage,A.5_Dike Investment Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
3514,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,5,0,6,6,5,4,5,7,4,10,0,2,4,3,0.0,101988088.03595176,0.0,0.0,235755473.90597233,0.0,0.0,105649709.75664407,0.0,43527118.23902437,33011826.35863754,0.0017592920307454444,40319249.62615602,100406167.890069,0.0032796619616823532,205800000.0,4405.8543456216885
3515,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,7,3,3,0,2,0,0,0,0,5,4,0,3,3,0.0,167355240.67253488,0.0,0.0,95202239.80249318,0.0,114974170.96014139,0.0,0.018846793694716556,101199226.91240487,22537573.22754236,0.0037527035783723253,0.0,63921995.57957761,0.0,290400000.0,9689.697486674122
3516,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,2,6,1,4,3,3,2,5,1,1,4,0,7,2,0,3,0.0,161250294.9980649,0.0,0.0,153141651.80359086,0.0,0.0,77644475.05391562,0.0,48513657.99119454,26008389.578208447,0.002411453992847938,16276720.546896385,60039471.119519606,0.0016772186970260775,916200000.0,2846.8586329983655
3517,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,3,3,1,2,5,3,3,0,6,6,5,2,0,2,5,2,0.0,121068252.05857566,0.0,0.0,178602057.87410635,0.0,983317.97038116,69810785.89520885,0.00015898236827363002,14048611.195693886,19742157.81013341,0.0005893373113282021,1844182.0513490625,101695200.42222738,0.00014307854724173683,1068100000.0,906.8876270886319
3518,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,3,7,2,4,5,2,4,2,4,6,4,1,0,3,0,2,0.0,180016033.32081586,0.0,0.0,177568802.16796747,0.0,0.0,88818467.89598557,0.0,42983684.95410544,16925244.491970196,0.001695022349319899,1355593.3122040508,60854576.45659251,0.00010701180359721278,985200000.0,2526.883407258046
3519,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,3,4,6,3,6,2,4,5,4,4,7,5,3,3,3,2,0.0,176479616.8250004,0.0,0.0,188241386.53171575,0.0,0.0,95758396.59137589,0.0,2585602.588232029,40916860.84976648,0.00011490257292339656,23638371.11939328,97660059.46776915,0.0018860835766643866,850300000.0,1293.419574276004
3520,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,3,2,0,3,4,2,7,3,6,2,5,3,0,2,2,5,0.0,82486364.32617709,0.0,0.0,192027514.02033317,0.0,0.0,88922169.59838012,0.0,33106475.581405673,21068617.1353041,0.0014003265521192942,30477789.81325487,99026030.51193708,0.0024498010088214767,793300000.0,3302.5821488896036
3521,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,3,2,0,0,5,2,3,2,1,5,1,2,0,2,1,2,0.0,37255203.23710208,0.0,0.0,170590329.1761617,0.0,0.0,75730719.19444877,0.0,105783323.90923399,13903423.98391871,0.0035969904318509244,0.0,84858815.16174372,0.0,1170600000.0,6357.50273072471
3522,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,2,2,10,4,5,0,1,1,2,6,5,0,0,6,7,0,0.0,210582918.8344667,0.0,0.0,104651657.86617124,0.0,7204579.8109423425,77953409.18071027,0.0014796999286690242,79724771.41764702,11068771.68625446,0.004066938957219799,0.0,94338185.77629063,0.0,744700000.0,3810.471144753945
3523,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,3,0,2,5,2,0,7,5,2,5,2,0,2,5,2,0.0,83497824.69174261,0.0,0.0,110061574.43848997,0.0,0.0,103832686.77117428,0.0,14048611.195693886,19742157.81013341,0.004911144261068351,1844182.0513490625,101695200.42222738,0.001192321227014474,952800000.0,0.0
3524,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,3,0,2,3,4,3,4,2,7,6,7,2,3,2,3,3,0.0,82486364.32617709,0.0,0.0,175590686.05903777,0.0,0.0,101253886.02194163,0.0,1866859.1216153714,34976245.31165375,8.173348010671271e-05,43809139.241642535,95943402.46408135,0.0034871334836362273,1270300000.0,2252.6168096113406
3525,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,3,6,1,5,2,4,0,0,6,0,3,3,3,0,1,0.0,153687765.7291555,0.0,0.0,177568802.16796747,0.0,60948665.51039332,31398797.71871161,0.08310983523949746,121567638.9403407,17803345.000196747,0.03623168384288899,0.0,58044072.09764524,0.0,629400000.0,0.0
3526,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,5,1,0,5,5,6,6,7,6,7,2,0,2,5,0,0.0,92648501.6727509,0.0,0.0,222107979.37127894,0.0,0.0,121861417.61353019,0.0,6173095.764763758,23537919.412238494,0.0008644072029006643,34341244.48399992,66804278.02330021,0.008112323060958096,612100000.0,983.8446340848096
3527,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,2,4,6,0,2,4,4,2,4,6,4,2,0,6,3,6,0.0,117299462.54481953,0.0,0.0,165162577.62774324,0.0,0.0,88818467.89598557,0.0,37034589.71369276,18081997.288140487,0.0018994098842946938,0.0,131898872.90811554,0.0,698400000.0,1675.036064033353
3528,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,6,6,4,3,0,5,6,0,1,4,4,2,2,4,2,0.0,206605892.4244883,0.0,0.0,113553565.23269883,0.0,0.0,56232105.137590505,0.0,20113001.36613309,30378292.810811117,0.00627539353672388,1110955.86251835,97013432.37877363,0.0007644758803886011,1293500000.0,0.0
3529,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,3,5,1,3,5,6,6,1,7,5,4,1,0,2,3,3,0.0,144386177.4180255,0.0,0.0,233114817.4586118,0.0,0.0,93369863.19008912,0.0,39218383.25941887,16925244.491970196,0.0015422999625748193,0.0,95943402.46408135,0.0,1014200000.0,2246.511817549171
3530,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,4,5,1,4,4,0,2,7,2,5,7,6,2,3,1,0.0,153823961.45335865,0.0,0.0,114392792.32657647,0.0,7336379.959520622,88763425.8538013,0.010185657461330839,26564688.213486213,46776372.569564626,0.009030846805349345,29858458.038564533,89656908.29068159,0.020418185621945882,544800000.0,0.0
3531,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,2,7,3,5,4,7,1,2,5,4,5,4,6,0,2,0.0,167355240.67253488,0.0,0.0,221733221.87789762,0.0,7264488.969387015,75077222.04581898,0.010010571313946837,19028289.362058792,35474804.544331506,0.00582777236200388,1162426.7535344167,74011736.27191554,0.0008024547737379172,875800000.0,0.0
3532,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,3,4,4,0,2,5,3,2,5,6,3,2,0,2,1,1,0.0,102578836.07266891,0.0,0.0,166886831.49240476,0.0,0.0,92692532.12369365,0.0,99109215.90456899,16563094.679399516,0.0038975588982703546,677796.6561020254,82048310.80279644,5.350590179860639e-05,442300000.0,5705.885916132354
3533,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,3,3,5,7,6,0,1,2,1,1,6,1,0,6,7,0,0.0,191140712.25215495,0.0,0.0,112832601.01821715,0.0,0.0,66330233.160400495,0.0,9653218.733650416,20319063.206658736,0.0004211618513869336,0.0,94338185.77629063,0.0,1339800000.0,525.1951571094365
3534,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,5,3,4,5,1,1,7,5,5,4,7,0,6,0,1,0.0,166604617.59284723,0.0,0.0,151439155.4442835,0.0,0.0,113756052.19718486,0.0,43527118.23902437,26008389.578208447,0.005277876092236334,34960040.20379675,70903162.7249229,0.00874308218553966,454300000.0,1987.7088447568308
3535,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,3,4,5,3,4,2,0,1,6,6,6,3,6,3,3,5,0.0,166809149.72620058,0.0,0.0,102336429.85235605,0.0,1001676.0878383135,92495567.8095507,0.00016434757810505264,4633928.214699426,39958772.73798215,0.00019890441965227134,4396794.588313492,108790721.17065486,0.00035064299086471577,735000000.0,503.2344893729334
3536,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,5,5,3,2,0,3,4,5,5,4,5,1,2,4,2,0.0,176998714.00410607,0.0,0.0,93986630.59767582,0.0,0.0,98311612.93042651,0.0,21615485.878472276,30908902.6371819,0.0069231945477011,1110955.86251835,97013432.37877363,0.0007644758803886011,1170600000.0,0.0
3537,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,5,5,0,5,3,5,1,5,7,5,5,7,5,2,1,0.0,117818559.7239252,0.0,0.0,193736772.51408312,0.0,1003345.0076071456,91946991.35092777,0.0013736277037780314,23791638.992682863,44119312.844942994,0.007840197014953889,0.0,100976099.9599088,0.0,781300000.0,0.0
3538,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,4,1,0,4,2,5,5,6,5,3,1,0,6,2,1,0.0,85246019.34861892,0.0,0.0,175016288.22731808,0.0,0.0,107616947.21560252,0.0,74573094.95750482,15444563.06553661,0.02337203807829748,0.0,106770262.84273942,0.0,1057000000.0,0.0
3539,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,5,2,3,4,4,0,6,4,1,5,4,7,4,3,3,0.0,151548646.427626,0.0,0.0,114392792.32657647,0.0,0.0,92105183.62711218,0.0,5371923.681538608,41835047.90230821,0.0018286760548763361,0.0,106494308.34836395,0.0,1208900000.0,0.0
3540,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,5,0,0,5,4,4,2,2,6,4,2,3,5,2,0,0.0,53972506.18695759,0.0,0.0,194729524.96807855,0.0,0.0,81792030.41691214,0.0,31760037.96512023,28423546.01246352,0.010817739654184907,1307324.5346984176,69299973.72589847,0.0009093706881265441,1134000000.0,0.0
3541,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,3,4,4,7,2,2,3,4,5,2,6,1,0,1,1,1,0.0,191731460.2888721,0.0,0.0,143337996.68440405,0.0,0.0,89339760.93348372,0.0,14430631.923684018,20319063.206658736,0.0006408234031607871,255027159.52722183,77707505.98041888,0.019951566452886565,613800000.0,13598.59606398817
3542,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,3,3,4,3,5,1,6,1,6,7,4,5,0,5,2,1,0.0,148719583.67997402,0.0,0.0,185448500.9550073,0.0,15144763.789632758,96066820.9492279,0.0025009438574682586,40945635.287465066,22356212.824753046,0.0016239353164437455,0.0,100976099.9599088,0.0,544800000.0,2824.3388164210182
3543,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,2,3,1,0,5,2,2,1,7,1,3,2,1,2,0,2,0.0,78453877.84187987,0.0,0.0,164233797.24580663,0.0,7204579.8109423425,82249684.10252997,0.0014796999286690242,84971166.22772743,24040200.774297733,0.0041777612090886035,4684420.342891834,57073405.013273194,0.0004602649639717187,793300000.0,4289.033494243826
3544,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,5,2,3,1,1,2,5,4,1,3,0,3,0.0,66507014.9338145,0.0,0.0,170590329.1761617,0.0,7204579.8109423425,65000908.30641317,0.009864666191126827,27910142.97498905,31090263.039971214,0.009613615637708696,53210076.09323011,63921995.57957761,0.03590739888134467,660100000.0,0.0
3545,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,3,5,0,5,4,7,6,7,0,3,2,2,6,0,3,0.0,101988088.03595176,0.0,0.0,221733221.87789762,0.0,0.0,73264038.44066289,0.0,26370845.74639703,25236480.803278465,0.008406455139604495,0.0,77404471.7832109,0.0,1729100000.0,0.0
3546,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,2,3,0,5,5,1,1,5,4,4,4,1,0,3,3,2,0.0,101988088.03595176,0.0,0.0,151439155.4442835,0.0,0.0,95758396.59137589,0.0,39218383.25941887,16925244.491970196,0.0019278749532185245,0.0,97660059.46776915,0.0,1170600000.0,1808.2718228378744
3547,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,3,2,9,3,5,1,0,2,6,2,2,5,1,2,3,0,0.0,189648625.85114223,0.0,0.0,104651657.86617124,0.0,7312416.296142752,84753354.03552133,0.0012152754494643406,40114250.783985525,27167070.070984066,0.0014207335060616257,21576743.429854244,60039471.119519606,0.001763449479190674,1141600000.0,3638.8896660515543
3548,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,4,0,4,5,7,2,7,5,3,5,7,3,0,3,0.0,47847947.961454235,0.0,0.0,220518144.5181843,0.0,1020034.2052954672,97735277.85074407,0.0014142732328039603,30953431.038430266,39355934.066431485,0.009350767933584274,24069594.113736924,63921995.57957761,0.01603300956888683,1006700000.0,0.0
3549,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,3,5,0,5,2,4,5,5,5,4,6,5,3,5,0,0.0,101988088.03595176,0.0,0.0,177568802.16796747,0.0,0.0,103163796.38124534,0.0,19132062.94324305,39581182.89776003,0.005896666750505553,0.0,70917961.72350763,0.0,1208900000.0,0.0
3550,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,3,4,5,7,5,4,5,2,4,7,5,5,7,5,1,2,0.0,201783459.3101869,0.0,0.0,202917863.58331275,0.0,1020034.2052954672,92271720.4414396,0.00016971278793647524,8877406.019229827,44119312.844942994,0.00035953216548140904,1162426.7535344167,100032176.89964801,9.629457284855006e-05,704300000.0,589.9106121639658
3551,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,2,2,0,5,3,7,6,6,7,4,5,0,4,1,5,0.0,77099991.75787257,0.0,0.0,211930437.70194978,0.0,0.0,121026986.78367361,0.0,41078587.5450718,22356212.824753046,0.013621060164654055,14721365.842158077,105402123.21439943,0.01003380637971536,388400000.0,0.0
3552,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,3,2,7,7,4,2,0,7,6,6,4,6,6,2,0,2,0.0,202329550.25652122,0.0,0.0,102336429.85235605,0.0,0.0,122543499.59055614,0.0,21929470.445638653,41704940.58229576,0.0008465911239137678,102864019.2172692,57073405.013273194,0.00826357892104016,1118400000.0,6263.647638758605
3553,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,3,6,3,2,3,0,2,2,2,7,6,0,2,3,1,0.0,166672954.0019974,0.0,0.0,93986630.59767582,0.0,7312416.296142752,71233172.01679872,0.010127295412202838,2882849.03542846,30185557.33409556,0.0010677304297038279,91143652.7109468,89656908.29068159,0.061063696659809916,1190200000.0,0.0
3554,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,3,1,4,7,1,6,6,2,6,5,1,0,2,1,0,0.0,133184765.95309454,0.0,0.0,208114696.50811112,0.0,0.0,99599968.85895519,0.0,17841433.133602545,18545877.781152677,0.00618537980468075,8415859.502939347,54355764.74753119,0.005507419313982535,735000000.0,0.0
3555,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,3,2,4,2,4,0,2,6,2,6,4,5,2,1,3,3,0.0,134005503.41252983,0.0,0.0,102336429.85235605,0.0,0.0,99599968.85895519,0.0,45953154.31319908,32277267.86924096,0.0018842713013085453,97400829.50233942,91143478.948996,0.007869123906776309,538900000.0,7289.107561168868
3556,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,3,5,3,3,1,6,0,1,1,0,3,10,0,2,7,3,0.0,159334604.94970015,0.0,0.0,106547043.08732629,0.0,0.0,41292219.28177295,0.0,34723483.263464384,30999615.481603835,0.0013109140524071735,0.0,115912327.79606873,0.0,644500000.0,2018.74717326623
3557,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,2,3,3,4,7,1,3,1,1,5,6,2,1,1,4,2,0.0,147603451.26209262,0.0,0.0,184298790.75256568,0.0,0.0,72092374.52729654,0.0,9650662.64457744,29826314.78444877,0.0005454157708989634,164605182.1954994,92178153.16056897,0.015977252513450637,813700000.0,7151.158122014999
3558,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,3,4,7,3,3,6,0,1,5,2,5,5,0,2,3,1,0.0,186991155.56034988,0.0,0.0,120892243.43187523,0.0,1003345.0076071456,77200940.92981233,0.00016483532445336376,23791638.992682863,24162426.948826768,0.0009408236417944668,8649935.93971013,89656908.29068159,0.0007116590983168402,781300000.0,1802.608018340525
3559,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,2,2,0,5,2,1,7,5,5,5,2,7,0,2,2,1,0.0,94979303.71425684,0.0,0.0,164812881.8250401,0.0,0.0,103163796.38124534,0.0,36484912.463840656,22585050.269750636,0.0015709084500168666,45175455.42959741,85712229.06212911,0.004622876711387427,972400000.0,3485.3833633834674
3560,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,3,4,5,0,6,5,5,4,5,7,4,2,4,2,5,2,0.0,109584413.64186119,0.0,0.0,224700627.14350742,0.0,0.0,105649709.75664407,0.0,30088766.5647112,29942697.591272857,0.0012126251650994462,0.0,101695200.42222738,0.0,612100000.0,1705.3514936431945
3561,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,3,5,0,5,1,5,5,4,7,4,10,0,3,3,0,0.0,101988088.03595176,0.0,0.0,177331516.24113327,0.0,0.0,106337197.36717674,0.0,24721819.867843576,33011826.35863754,0.00823710461196573,49305830.184839666,63921995.57957761,0.03415557603851618,802600000.0,0.0
3562,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,3,5,4,4,7,4,4,3,3,4,6,6,5,1,3,0.0,164592029.08386078,0.0,0.0,214438631.60754463,0.0,0.0,84696731.15977037,0.0,23791638.992682863,41704940.58229576,0.0009408236417944668,1162426.7535344167,103424912.41094339,9.629457284855006e-05,363600000.0,1415.2236166519585
3563,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,3,3,6,3,2,3,2,1,4,6,7,6,2,2,1,2,0.0,166672954.0019974,0.0,0.0,144638102.10542652,0.0,7264488.969387015,84747680.59219497,0.0012012685576736203,1763085.5404311202,41533758.80811687,7.346615348651197e-05,68271642.95153014,84858815.16174372,0.005452516604925083,1178200000.0,3673.0155653979355
3564,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,3,3,1,6,5,5,5,4,6,6,7,4,0,3,3,1,0.0,147905392.42524517,0.0,0.0,212823364.2288833,0.0,0.0,106256465.71571217,0.0,5207259.045929665,26527642.362493023,0.0002403699003291074,51920906.053636976,94551485.92077652,0.004196187980017181,388400000.0,2777.7232743893455
3565,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,2,2,7,5,2,6,1,5,3,5,5,0,5,3,2,0.0,155040808.56785768,0.0,0.0,193619314.78877616,0.0,0.0,79684620.92812404,0.0,8877406.019229827,24162426.948826768,0.002996101379011742,0.0,108663782.25626409,0.0,681100000.0,0.0
3566,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,3,3,0,5,1,4,1,7,7,3,10,1,2,4,5,0.0,89068254.21950817,0.0,0.0,169928325.99237236,0.0,18744393.58379591,100465496.16619742,0.003878909624457234,55996709.51590846,40782612.01786203,0.0026925584725124387,32189784.929512415,108144094.08165935,0.0032936805595035956,339000000.0,4330.138018111295
3567,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,3,0,0,4,2,7,4,0,5,5,4,2,7,2,3,1,0.0,47847947.961454235,0.0,0.0,193429587.70417514,0.0,7144670.652497672,62865075.42438113,0.001166251328196819,25841811.19696131,35529111.17179745,0.001006325010531941,1162426.7535344167,89656908.29068159,9.629457284855006e-05,952800000.0,1776.7283321667965
3568,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,3,4,1,3,0,5,7,1,2,5,7,0,0,0,2,3,0.0,135274189.70659953,0.0,3882661.268534937,146137633.1823734,0.00034843946718162734,7194525.3954019,75077222.04581898,0.0011808215126069088,7653034.183511836,14261651.781499248,0.00033644039214998883,116272600.61663765,60039471.119519606,0.0090166033169622,922100000.0,6725.099169874561
3569,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,3,5,3,1,5,0,0,6,6,1,6,7,2,1,2,0.0,157322016.4407137,0.0,0.0,99685318.93337613,0.0,7120706.9891198,69810785.89520885,0.009660399019178818,80315105.64991243,37380645.04128443,0.02461344140267743,126110196.53060304,84858815.16174372,0.08490813438716688,267200000.0,0.0
3570,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,3,4,7,3,3,3,0,2,3,5,4,2,4,6,1,1,0.0,186991155.56034988,0.0,0.0,100759376.17493644,0.0,0.0,82114518.66040653,0.0,22571233.456883002,29942697.591272857,0.0008523232160270205,0.0,102579288.95893322,0.0,1595900000.0,1312.2719899387612
3571,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,7,4,0,1,5,3,1,5,1,4,6,0,4,0,5,0.0,128674397.76670545,0.0,0.0,158214095.30287206,0.0,7204579.8109423425,74915058.04785539,0.009864666191126827,39054301.62379119,24092218.720461875,0.012746259308165357,28950205.773717094,75329742.05586098,0.01967569898909164,273100000.0,0.0
3572,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,3,6,3,7,0,0,6,7,6,5,5,0,2,5,3,0.0,166672954.0019974,0.0,0.0,73315450.27094865,0.0,0.0,121861417.61353019,0.0,5371923.681538608,24162426.948826768,0.0018286760548763361,20310151.58318824,105203868.60890788,0.013214877093509542,1075700000.0,0.0
3573,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,5,3,1,1,7,1,2,5,0,5,0,5,0,1,0.0,148484900.1086324,0.0,544407.9317451246,156208672.64369372,0.00040948072825637593,7240525.306009144,75077222.04581898,0.009952209264818828,119409982.95357585,11068771.68625446,0.03703414343553046,0.0,66294113.011456475,0.0,408000000.0,0.0
3574,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,7,4,1,5,5,0,5,7,5,4,5,7,1,3,2,0.0,175989008.17388105,0.0,0.0,129688488.72986558,0.0,0.0,112380194.58971128,0.0,21615485.878472276,41653687.49951889,0.0069231945477011,18567660.00980419,87971243.48996843,0.012436623444096573,619700000.0,0.0
3575,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,3,0,6,0,0,6,3,5,5,5,3,6,4,2,2,2,0.0,60717312.84309486,0.0,532378.0633764667,124573879.8096008,4.7118871045720177e-05,0.0,103163796.38124534,0.0,19132062.94324305,35493319.36033734,0.0007076000100606663,14720069.821655579,88618770.75980482,0.0011975670709996175,1372800000.0,1846.3262725192333
3576,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3,3,5,0,5,6,6,1,5,7,3,5,0,2,5,3,0.0,101988088.03595176,0.0,0.0,233114817.4586118,0.0,7252507.137698079,91946991.35092777,0.0011977668347259395,65312030.99878648,20696082.48629594,0.0026180701059547837,7536869.837092582,105203868.60890788,0.0005856098852919046,236500000.0,4308.366570693954
3577,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,3,2,4,7,4,5,0,2,2,5,3,5,0,2,1,0,0.0,171787464.3741322,0.0,0.0,121314835.77466118,0.0,1021703.1250642996,78817561.50663751,0.00017020053428478638,38166155.135908686,20696082.48629594,0.001472399517123523,45040906.78280456,54355764.74753119,0.0035873793088585853,883800000.0,4430.550854449957
3578,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,5,5,0,5,4,6,5,2,4,3,3,0,3,2,2,0.0,117818559.7239252,0.0,0.0,211895698.4272849,0.0,0.0,88426067.4046681,0.0,46516154.27515099,17803345.000196747,0.015120557434580862,0.0,93477874.34219648,0.0,612100000.0,0.0
3579,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,7,5,2,3,1,0,2,5,6,6,3,1,1,2,2,0.0,192179322.23964384,0.0,0.0,90143923.5488522,0.0,0.0,92692532.12369365,0.0,7503208.969522961,31480696.535529993,0.0027795596780251165,210483438.07451144,84060866.18310496,0.13751876710363675,831600000.0,0.0
3580,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,3,1,1,0,5,2,3,2,1,5,2,2,0,2,0,1,0.0,66507014.9338145,0.0,0.0,170590329.1761617,0.0,0.0,75730719.19444877,0.0,76364642.42818296,15173808.632728375,0.0028021104715366912,0.0,54355764.74753119,0.0,1201300000.0,4483.850668242874
3581,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,3,5,4,2,5,2,6,2,4,5,0,5,0,5,2,3,0.0,160983698.97570863,0.0,0.0,193619314.78877616,0.0,0.0,85637245.55941087,0.0,52689970.92313197,11068771.68625446,0.0016951466503689555,0.0,107699564.31150614,0.0,1208900000.0,3214.1219117346945
3582,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,3,0,0,4,2,1,3,1,6,3,2,4,3,2,3,1,0.0,47847947.961454235,0.0,0.0,136638608.13374585,0.0,0.0,83385434.83688812,0.0,40880019.271607526,28042731.117693808,0.001444422504853995,8845846.257760247,89656908.29068159,0.0007356378786333513,1118400000.0,2840.5513795119286
3583,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,4,1,1,4,2,4,2,5,5,6,6,0,6,2,2,0.0,123922014.83441225,0.0,0.0,167613097.97855717,0.0,0.0,89402604.69789341,0.0,6388880.359047745,27984209.217288204,0.0023122762929024157,0.0,110094911.34332341,0.0,946900000.0,0.0
3584,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,3,5,5,3,4,1,1,3,6,6,5,1,6,2,2,5,0.0,176998714.00410607,0.0,0.0,142346821.5396565,0.0,0.0,101412629.76652047,0.0,13359419.576416185,33943628.99966277,0.0005508888710215495,1844182.0513490625,99026030.51193708,0.00014307854724173683,1170600000.0,843.2780828716866
3585,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,2,3,2,1,0,1,6,5,3,6,0,6,0,1,0.0,125475141.84558643,0.0,0.0,83721931.52190953,0.0,7252507.137698079,89205640.38375047,0.003593300504177818,60986745.27030529,22374727.640758883,0.0072449893841673215,23684764.840194393,70903162.7249229,0.005870934419243291,236500000.0,2336.557462255844
3586,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,5,4,3,6,1,7,7,3,5,0,4,0,5,0,1,0.0,167798331.6592725,0.0,0.0,205588506.2755974,0.0,0.0,105134708.4018905,0.0,144395374.43137205,9695195.36216505,0.044445769158311145,0.0,66294113.011456475,0.0,625800000.0,0.0
3587,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,3,1,0,7,4,2,3,2,2,5,4,3,0,2,3,1,0.0,103162272.08375776,0.0,0.0,160865206.22185197,0.0,0.0,78817561.50663751,0.0,26634776.397423267,19364628.02360858,0.0010530407774587943,0.0,89656908.29068159,0.0,1086000000.0,1519.938204238455
3588,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,2,2,1,0,5,2,7,5,9,2,2,2,0,2,0,2,0.0,72222705.9376919,0.0,0.0,202817479.69587022,0.0,0.0,112318901.30493301,0.0,76364642.42818296,15173808.632728375,0.0035026380894208654,0.0,57073405.013273194,0.0,1285900000.0,3609.1601022788286
