,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.1_Expected Annual Damage,A.1_Dike Investment Costs,A.1_Expected Number of Deaths,A.1_RfR Total Costs,A.1_Expected Evacuation Costs,A.2_Expected Annual Damage,A.2_Dike Investment Costs,A.2_Expected Number of Deaths,A.2_RfR Total Costs,A.2_Expected Evacuation Costs,A.3_Expected Annual Damage,A.3_Dike Investment Costs,A.3_Expected Number of Deaths,A.3_RfR Total Costs,A.3_Expected Evacuation Costs,A.4_Expected Annual Damage,A.4_Dike Investment Costs,A.4_Expected Number of Deaths,A.4_RfR Total Costs,A.4_Expected Evacuation Costs,A.5_Expected Annual Damage,A.5_Dike Investment Costs,A.5_Expected Number of Deaths,A.5_RfR Total Costs,A.5_Expected Evacuation Costs
1011,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,3,3,4,0,0,0,2,3,4,1,4,0,0,0,0,0,0.0,95213987.28559849,0.0,0,0,2537095.4900360964,42818415.6714978,0.00022534104541757714,0,0,0.0,79083515.98015083,0.0,0,0,13562181.179108892,9695195.36216505,0.0005369415603236694,0,0,0.0,0.0,0.0,0,0
1012,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,0,0,1,7,0,0,0,0,3,6,0,0,3,0,1,0.0,32694901.094161935,0.0,0,0,0.0,73315450.27094865,0.0,0,0,1185192.2880262756,24198032.45136138,0.00019610396485055228,0,0,3608066.123511451,12586457.998778107,0.00015200290363313055,0,0,0.0,58044072.09764524,0.0,0,0
1013,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,3,0,0,1,0,4,0,0,0,0,7,1,0,1,0,0,0.0,32694901.094161935,0.0,0,0,0.0,53358573.6002109,0.0,0,0,0.0,0.0,0.0,0,0,869152.547363962,22258486.725668453,3.991485923395373e-05,0,0,5325723.651087587,25037214.086173728,0.00044008287460882813,0,0
1014,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,3,1,3,1,0,0,3,3,3,1,6,0,0,0,0,0,0.0,113829615.07026595,0.0,0,0,2537095.4900360964,47842699.56310011,0.00022534104541757714,0,0,0.0,75795704.53955784,0.0,0,0,3589410.6830077483,12586457.998778107,0.00015051668124273245,0,0,6621825.771000551,0.0,0.0005391051803545693,0,0
1015,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,2,0,6,0,0,3,0,7,0,0,8,0,7,0,0,0,0.0,60717312.84309486,0.0,0,0,311723.7033688941,47842699.56310011,3.450475313563742e-05,0,0,0.0,34221561.73832255,0.0,0,0,84389.36694227044,34768768.32229644,5.071961265141673e-06,0,0,54788786.100953445,0.0,0.005638829671806361,0,0
1016,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,2,1,5,0,1,0,0,0,0,7,6,0,0,0,0,0,0.0,88511693.9986257,0.0,0,0,0.0,38245121.951764055,0.0,0,0,0.0,34221561.73832255,0.0,0,0,6238442.1579444315,12586457.998778107,0.00033441119079325853,0,0,4925281.566274531,0.0,0.0005006605086550278,0,0
1017,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,3,3,2,0,0,0,3,3,1,0,6,1,0,0,0,0,0.0,83497824.69174261,0.0,0,0,0.0,47842699.56310011,0.0,0,0,0.0,46650169.32145682,0.0,0,0,1824662.8234603452,20319063.206658736,7.859722270307256e-05,0,0,14696256.344567709,0.0,0.0012017993756950794,0,0
1018,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,2,0,3,0,0,3,0,0,5,1,7,1,0,0,0,0,0.0,42291505.65437629,0.0,0,0,0.0,47842699.56310011,0.0,0,0,0.0,52811167.63503672,0.0,0,0,869152.547363962,22258486.725668453,4.989357404244219e-05,0,0,17306885.787625477,0.0,0.001770318158240562,0,0
1019,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,0,0,2,0,0,1,0,4,7,0,5,0,0,0,0.0,32694901.094161935,0.0,0,0,0.0,42818415.6714978,0.0,0,0,0.0,47604893.24040605,0.0,0,0,619808.1983563234,28265438.623856276,3.469629512010967e-05,0,0,18871519.4530741,0.0,0.0019317123205916304,0,0
1020,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,3,0,0,0,0,3,3,0,7,0,7,0,0,3,0,0,0.0,0.0,0.0,0,0,0.0,100759376.17493644,0.0,0,0,0.0,34221561.73832255,0.0,0,0,929712.2975344851,14261651.781499248,4.16355541441316e-05,0,0,0.0,30351526.042379983,0.0,0,0
1021,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,3,0,3,0,0,6,0,0,1,0,2,0.0,66507014.9338145,0.0,0,0,1268547.7450180482,47842699.56310011,0.00033801156812636565,0,0,0.0,24198032.45136138,0.0,0,0,3601987.279159907,12586457.998778107,0.0004545558615955304,0,0,0.0,53557815.768892445,0.0,0,0
1022,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,3,2,0,0,2,0,7,1,3,0,2,0,0,0,0,0,0.0,37255203.23710208,0.0,0,0,0.0,121229975.87047109,0.0,0,0,0.0,45324187.55237766,0.0,0,0,54315605.78151123,7332080.219521779,0.0018361133187343697,0,0,0.0,0.0,0.0,0,0
1023,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,2,1,2,4,0,0,5,0,0,0,6,0,0,0,0,0,0.0,124145628.13418332,0.0,0,0,2537095.4900360964,59410102.93073928,0.00028167630677197145,0,0,0.0,0.0,0.0,0,0,6213288.965640115,12586457.998778107,0.00033190634257048096,0,0,4925281.566274531,0.0,0.0005006605086550278,0,0
1024,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,2,1,6,0,0,0,0,0,0,0,7,0,1,1,0,0,0.0,95486976.46933737,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,619808.1983563234,22258486.725668453,3.469629512010967e-05,0,0,6581460.363368401,25037214.086173728,0.0006791162875961726,0,0
1025,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,2,1,0,0,0,0,0,0,0,0,8,1,7,0,2,0,0.0,32694901.094161935,0.0,0,0,3824677.840576334,0.0,0.0004265073730033086,0,0,0.0,0.0,0.0,0,0,341424.6398582604,43676485.05355934,2.0487079960694196e-05,0,0,17853358.072348475,27578229.96765524,0.001834278328747661,0,0
1026,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,3,0,1,0,0,3,3,1,0,3,2,0,0,4,3,1,0.0,32694901.094161935,0.0,0,0,1268547.7450180482,100759376.17493644,0.00011267052270878857,0,0,0.0,45324187.55237766,0.0,0,0,54303029.185359076,7332080.219521779,0.0018351113794452588,0,0,0.0,99770843.99676661,0.0,0,0
1027,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,2,1,0,0,0,1,0,2,0,6,7,0,0,0,0,0.0,72222705.9376919,0.0,0,0,2537095.4900360964,38245121.951764055,0.0006760231362527313,0,0,0.0,22167818.198803753,0.0,0,0,1192278.0289518633,30033571.88243507,0.00014951474195362146,0,0,14516765.419469729,0.0,0.003557719294174384,0,0
1028,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,3,0,1,0,3,4,7,0,0,0,5,0,0,3,0,1,0.0,32694901.094161935,0.0,0,0,0.0,199616143.74399394,0.0,0,0,1777788.4320394134,0.0,0.0002941559472758284,0,0,10046030.62913344,11068771.68625446,0.0004067776360254892,0,0,0.0,58044072.09764524,0.0,0,0
1029,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,2,6,0,0,2,0,0,2,0,0,7,3,1,7,0,0,0.0,60717312.84309486,0.0,0,0,0.0,42818415.6714978,0.0,0,0,0.0,22167818.198803753,0.0,0,0,843212.2482494159,33801522.61574014,4.802740860422867e-05,0,0,0.0,44193513.54513965,0.0,0,0
1030,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,2,2,3,2,0,0,0,3,0,0,7,0,0,1,0,0,0.0,126556908.17246997,0.0,0,0,8483768.513366552,0.0,0.0009454649070353852,0,0,0.0,24198032.45136138,0.0,0,0,1246350.766503304,14261651.781499248,6.929921657788776e-05,0,0,0.0,25037214.086173728,0.0,0,0
1031,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,3,0,0,0,0,3,0,4,1,0,6,0,0,0,0,0,0.0,0.0,0.0,0,0,1268547.7450180482,47842699.56310011,0.00011267052270878857,0,0,0.0,49622725.1402255,0.0,0,0,3601987.279159907,12586457.998778107,0.00015151862053184347,0,0,6621825.771000551,0.0,0.0005391051803545693,0,0
1032,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,2,0,0,1,0,0,0,7,0,1,1,0,0,6,2,7,0.0,32694901.094161935,0.0,0,0,3805643.2350541446,0.0,0.0004225144601579572,0,0,0.0,59903444.52010451,0.0,0,0,82560610.12216601,6320800.309666242,0.0033990433974246947,0,0,0.0,131834239.3165331,0.0,0,0
1033,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,3,0,0,0,2,3,0,0,4,0,5,7,0,0,0,0,0.0,0.0,0.0,0,0,0.0,93986630.59767582,0.0,0,0,592596.1440131378,26403379.542306438,9.805198242527614e-05,0,0,3348676.8763778135,27939401.706900492,0.00013559254534182974,0,0,12765076.731013153,0.0,0.0010465444151261626,0,0
1034,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,3,1,0,1,4,2,0,0,0,6,7,0,2,0,0,0,0.0,66507014.9338145,0.0,0,0,0.0,102336429.85235605,0.0,0,0,0.0,31398797.71871161,0.0,0,0,1404701.3168098363,23537919.412238494,6.39144209041525e-05,0,0,15466156.47873122,0.0,0.001262692430495655,0,0
1035,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,3,1,1,3,0,0,0,0,0,0,8,0,0,0,0,0,0.0,111738176.02288951,0.0,0,0,8483768.513366552,0.0,0.000756371925628308,0,0,0.0,0.0,0.0,0,0,0.0,16108916.742160894,0.0,0,0,7764059.026971862,0.0,0.0006311064905182312,0,0
1036,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,2,0,0,0,0,0,0,0,3,2,5,0,0,1,0,3,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,48716867.66610375,0.0,0,0,10055777.256834362,11068771.68625446,0.0005094426503840314,0,0,0.0,56425877.743436806,0.0,0,0
1037,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,3,0,0,0,1,0,0,0,3,0,3,0,0,1,0,1,0.0,0.0,0.0,0,0,0.0,38245121.951764055,0.0,0,0,0.0,24198032.45136138,0.0,0,0,41850366.8323338,8453407.696608048,0.0014982836340358676,0,0,0.0,50929971.20054293,0.0,0,0
1038,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,2,2,2,2,0,2,0,0,0,0,5,0,0,1,2,1,0.0,119714365.97456834,0.0,0,0,0.0,42818415.6714978,0.0,0,0,0.0,0.0,0.0,0,0,10911069.844234318,11068771.68625446,0.0005684225793961247,0,0,0.0,81250361.8241577,0.0,0,0
1039,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,2,0,0,3,1,7,1,0,3,3,7,0,0,3,2,0,0.0,42291505.65437629,0.0,0,0,0.0,164105490.41814741,0.0,0,0,592596.1440131378,50962397.12067895,0.0001225649780315952,0,0,926463.4216341779,14261651.781499248,5.172090756277456e-05,0,0,0.0,60854576.45659251,0.0,0,0
1040,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,3,0,0,0,0,7,3,0,0,1,7,1,3,0,0,0,0.0,0.0,0.0,0,0,0.0,133844205.0086204,0.0,0,0,0.0,20299287.62732069,0.0,0,0,309904.0991781617,33318869.869345196,1.3878518048043867e-05,0,0,19009567.274796918,0.0,0.001557593239581274,0,0
1041,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,3,0,1,0,0,3,0,2,6,0,9,0,0,0,1,0,0.0,32694901.094161935,0.0,0,0,0.0,47842699.56310011,0.0,0,0,0.0,55749126.209561795,0.0,0,0,0.0,18144080.211109996,0.0,0,0,11708262.016594162,25037214.086173728,0.0009633550821719094,0,0
1042,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,4,1,0,0,1,6,1,3,0,3,7,0,0,0,0,0,0.0,32694901.094161935,0.0,0,0,0.0,154933309.49099135,0.0,0,0,0.0,50962397.12067895,0.0,0,0,2107051.975214754,14261651.781499248,9.587163135622875e-05,0,0,13625427.169836966,0.0,0.0011091303343988604,0,0
1043,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,2,5,2,3,0,2,0,0,0,0,7,0,3,0,0,0,0.0,151548646.427626,0.0,0,0,0.0,42818415.6714978,0.0,0,0,0.0,0.0,0.0,0,0,1404701.3168098363,24956580.074387155,7.989302613019065e-05,0,0,15466156.47873122,0.0,0.0015783655381195688,0,0
1044,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,2,1,0,0,1,0,0,2,4,4,9,0,0,0,0,4,0.0,32694901.094161935,0.0,0,0,0.0,38245121.951764055,0.0,0,0,0.0,82707280.27511737,0.0,0,0,0.0,18144080.211109996,0.0,0,0,12765076.731013153,33377116.55719709,0.0013081805189077034,0,0
1045,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,3,4,2,3,0,0,7,0,3,3,8,0,0,0,0,0,0.0,142199997.9234246,0.0,0,0,5655845.675577701,73315450.27094865,0.000504247950418872,0,0,0.0,50962397.12067895,0.0,0,0,0.0,16108916.742160894,0.0,0,0,11558577.71682115,0.0,0.0009440098679085688,0,0
1046,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,2,1,0,0,7,4,3,3,0,7,7,0,3,1,0,0,0.0,32694901.094161935,0.0,0,0,0.0,210058510.34432134,0.0,0,0,0.0,62048975.90137317,0.0,0,0,1404701.3168098363,24956580.074387155,7.989302613019065e-05,0,0,2662861.8255437934,25037214.086173728,0.00027505179663051774,0,0
1047,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,6,4,7,0,7,0,6,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,233914942.25202954,0.0,0,0,0.0,34221561.73832255,0.0,0,0,3614563.8753120652,12586457.998778107,0.0012710046651746207,0,0,6621825.771000551,0.0,0.004492543169621411,0,0
1048,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,3,0,3,0,1,6,0,0,0,0,1,0,0,0,0,2,0.0,42291505.65437629,0.0,0,0,0.0,106547043.08732629,0.0,0,0,0.0,0.0,0.0,0,0,74165434.18555933,6320800.309666242,0.002308057384316167,0,0,0.0,27578229.96765524,0.0,0,0
1049,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,2,1,0,0,0,3,0,0,0,0,7,0,0,2,0,0,0.0,32694901.094161935,0.0,0,0,0.0,47842699.56310011,0.0,0,0,0.0,0.0,0.0,0,0,929712.2975344851,14261651.781499248,5.204444268016451e-05,0,0,0.0,27578229.96765524,0.0,0,0
1050,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,2,3,0,0,0,8,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,93986630.59767582,0.0,0,0,0.0,0.0,0.0,0,0,250202.83343856593,16108916.742160894,3.58094195184487e-05,0,0,19147615.09651973,0.0,0.0047094498680677315,0,0
1051,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,3,1,1,0,0,0,0,0,3,1,7,0,0,0,0,1,0.0,66507014.9338145,0.0,0,0,3805643.2350541446,0.0,0.0003380115681263657,0,0,0.0,46650169.32145682,0.0,0,0,225629.86879641708,14261651.781499248,9.978819573461413e-06,0,0,11853903.593925936,25037214.086173728,0.0009658649940870471,0,0
1052,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,2,1,0,0,1,0,0,0,0,0,5,0,0,6,0,7,0.0,32694901.094161935,0.0,0,0,0.0,38245121.951764055,0.0,0,0,0.0,0.0,0.0,0,0,16122301.000856057,11068771.68625446,0.0008463006224884022,0,0,0.0,94338185.77629063,0.0,0,0
1053,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,2,1,5,0,0,0,0,0,4,0,7,0,0,0,7,5,0.0,88511693.9986257,0.0,0,0,0.0,0.0,0.0,0,0,0.0,26403379.542306438,0.0,0,0,929712.2975344851,14261651.781499248,5.204444268016451e-05,0,0,6244490.5437837625,90595441.88119246,0.0006388110305688894,0,0
1054,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,2,3,1,0,3,0,0,0,0,0,6,0,0,0,0,0,0.0,78453877.84187987,0.0,0,0,0.0,47842699.56310011,0.0,0,0,7198778.40924244,0.0,0.0014870720121452617,0,0,6200712.369487956,12586457.998778107,0.0003306539184590922,0,0,4925281.566274531,0.0,0.0005006605086550278,0,0
1055,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,3,3,0,0,0,2,0,0,7,0,7,0,0,1,2,0,0.0,42291505.65437629,0.0,0,0,2827922.8377888505,42818415.6714978,0.000252123975209436,0,0,0.0,34221561.73832255,0.0,0,0,619808.1983563234,14261651.781499248,2.7757036096087733e-05,0,0,0.0,53557815.768892445,0.0,0,0
1056,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,2,3,3,0,1,7,0,0,2,1,6,3,0,0,0,0,0.0,89068254.21950817,0.0,0,0,0.0,114065823.89018795,0.0,0,0,0.0,43878096.290305056,0.0,0,0,1204854.6251040217,22928006.72310114,6.355023325873104e-05,0,0,14972351.988013336,0.0,0.0015328076773887742,0,0
1057,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,2,0,0,0,1,0,0,7,0,0,0,0,0,1,3,1,0.0,0.0,0.0,0,0,0.0,38245121.951764055,0.0,0,0,0.0,34221561.73832255,0.0,0,0,105168373.79755852,0.0,0.004073574324327787,0,0,0.0,85064701.79229271,0.0,0,0
1058,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,2,1,1,2,0,1,0,0,7,3,9,0,0,1,0,0,0.0,106351803.45458499,0.0,0,0,2827922.8377888505,38245121.951764055,0.00031515496901179507,0,0,1806020.0188079476,64835987.44502628,0.00037276891046334566,0,0,0.0,18144080.211109996,0.0,0,0,5325723.651087587,25037214.086173728,0.0005501035932610355,0,0
1059,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,2,1,0,0,0,0,4,0,4,1,0,0,0,2,3,0,0.0,32694901.094161935,0.0,0,0,2537095.4900360964,53358573.6002109,0.00028167630677197145,0,0,0.0,49622725.1402255,0.0,0,0,96710314.88019103,0.0,0.0035533405367413583,0,0,0.0,60039471.119519606,0.0,0,0
1060,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,2,0,0,1,1,4,0,0,0,0,5,0,0,2,0,0,0.0,32694901.094161935,0.0,0,0,0.0,93427003.66768599,0.0,0,0,0.0,0.0,0.0,0,0,11081407.978230346,11068771.68625446,0.0005807295614470591,0,0,0.0,27578229.96765524,0.0,0,0
1061,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,2,1,0,0,0,0,0,1,0,0,6,7,7,2,3,6,0.0,32694901.094161935,0.0,0,0,0.0,0.0,0.0,0,0,0.0,20299287.62732069,0.0,0,0,1204854.6251040217,52106993.465831816,6.355023325873104e-05,0,0,0.0,107680672.62746243,0.0,0,0
1062,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,2,3,3,0,0,0,7,0,7,0,7,3,0,1,0,0,0.0,89068254.21950817,0.0,0,0,2537095.4900360964,73315450.27094865,0.00028167630677197145,0,0,0.0,34221561.73832255,0.0,0,0,75209.95626547236,24956580.074387155,4.157841488942255e-06,0,0,2662861.8255437934,25037214.086173728,0.00027505179663051774,0,0
1063,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,3,2,0,0,0,0,0,7,0,3,7,0,0,1,2,0,0.0,37255203.23710208,0.0,0,0,0.0,0.0,0.0,0,0,0.0,64835987.44502628,0.0,0,0,929712.2975344851,14261651.781499248,4.16355541441316e-05,0,0,1959299.268912304,53557815.768892445,0.00016162579638626188,0,0
1064,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,2,0,3,0,0,0,1,3,0,3,7,0,1,0,0,0,0.0,42291505.65437629,0.0,0,0,2537095.4900360964,38245121.951764055,0.00028167630677197145,0,0,0.0,50962397.12067895,0.0,0,0,1462949.0689850417,22258486.725668453,8.236170839608653e-05,0,0,15466156.47873122,0.0,0.0015783655381195688,0,0
1065,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,2,0,3,0,0,3,2,0,0,1,3,0,0,0,0,2,0.0,42291505.65437629,0.0,0,0,1268547.7450180482,95202239.80249318,0.00014083815338598573,0,0,0.0,20299287.62732069,0.0,0,0,41837790.23618165,8453407.696608048,0.0018716021184334464,0,0,0.0,27578229.96765524,0.0,0,0
1066,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,2,0,1,0,0,1,0,0,0,0,7,1,0,2,0,2,0.0,32694901.094161935,0.0,0,0,0.0,38245121.951764055,0.0,0,0,0.0,0.0,0.0,0,0,309904.0991781617,22258486.725668453,1.7348147560054837e-05,0,0,0.0,57073405.013273194,0.0,0,0
1067,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,2,0,0,1,0,5,0,1,0,0,4,0,0,1,0,0,0.0,32694901.094161935,0.0,0,0,1268547.7450180482,59410102.93073928,0.00014083815338598573,0,0,0.0,20299287.62732069,0.0,0,0,13574757.775261052,9695195.36216505,0.0006724293745159757,0,0,0.0,25037214.086173728,0.0,0,0
1068,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,2,5,5,0,0,0,0,7,0,0,1,0,5,0,0,0,0.0,117818559.7239252,0.0,0,0,0.0,0.0,0.0,0,0,0.0,34221561.73832255,0.0,0,0,57145040.65972981,17767801.395336673,0.002380004176770327,0,0,1641760.5220915102,0.0,0.0001668868362183426,0,0
1069,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,3,0,5,0,0,7,3,0,3,4,7,5,0,0,0,0,0.0,53972506.18695759,0.0,0,0,1268547.7450180482,133844205.0086204,0.00011267052270878857,0,0,0.0,53401633.19836887,0.0,0,0,689774.0622527598,28265438.623856276,3.095527116296523e-05,0,0,17306885.787625477,0.0,0.0014162545265924494,0,0
1070,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,2,0,0,0,4,3,0,0,6,1,0,0,3,0,0,0,0.0,0.0,0.0,0,0,0.0,108083458.32956028,0.0,0,0,0.0,56232105.137590505,0.0,0,0,78440434.32577482,8453407.696608048,0.0029948484374910356,0,0,0.0,0.0,0.0,0,0
1071,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,2,0,0,0,0,1,0,1,3,0,6,0,0,0,0,8,0.0,0.0,0.0,0,0,8018387.727158023,38245121.951764055,0.0008993554625518536,0,0,0.0,45324187.55237766,0.0,0,0,11967492.52055769,12586457.998778107,0.0006460285669824301,0,0,56333680.46618751,48463701.69719181,0.005761845916196284,0,0
1072,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,2,1,1,0,0,3,0,0,1,3,9,6,7,1,0,0,0.0,66507014.9338145,0.0,0,0,1268547.7450180482,47842699.56310011,0.00014083815338598573,0,0,0.0,45324187.55237766,0.0,0,0,0.0,58782577.18702783,0.0,0,0,5325723.651087587,25037214.086173728,0.0005501035932610355,0,0
1073,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,3,0,0,0,1,5,3,0,0,0,6,0,0,0,0,1,0.0,0.0,0.0,0,0,0.0,158214095.30287206,0.0,0,0,0.0,0.0,0.0,0,0,3614563.8753120652,12586457.998778107,0.00015252055982095447,0,0,4414550.514000367,25037214.086173728,0.0003594034535697129,0,0
1074,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,2,2,1,1,0,3,0,1,0,2,9,1,0,0,0,0,0.0,108385078.12519547,0.0,0,0,1274892.6135254446,47842699.56310011,0.0001421691243344362,0,0,0.0,43224599.14167526,0.0,0,0,0.0,26696770.02353885,0.0,0,0,54471247.35413265,0.0,0.0056036842625418765,0,0
1075,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,2,1,3,1,0,0,0,0,1,0,0,4,0,0,0.0,107385518.6904647,0.0,0,0,0.0,90143923.5488522,0.0,0,0,0.0,0.0,0.0,0,0,74165434.18555933,6320800.309666242,0.006924172152948501,0,0,0.0,33377116.55719709,0.0,0,0
1076,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,2,1,1,0,0,0,0,1,0,0,6,0,3,2,0,1,0.0,66507014.9338145,0.0,0,0,0.0,0.0,0.0,0,0,0.0,20299287.62732069,0.0,0,0,2409709.2502080435,22928006.72310114,0.00012710046651746208,0,0,0.0,54355764.74753119,0.0,0,0
1077,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,2,0,0,2,6,7,6,0,3,1,0,0,0.0,0.0,0.0,0,0,0.0,42818415.6714978,0.0,0,0,0.0,100524392.9641407,0.0,0,0,2409709.2502080435,22928006.72310114,0.000305041119641909,0,0,2662861.8255437934,25037214.086173728,0.0006601243119132424,0,0
1078,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,3,2,3,0,3,0,0,7,0,7,8,1,0,1,0,0,0.0,82486364.32617709,0.0,0,0,0.0,47842699.56310011,0.0,0,0,0.0,77517373.55736606,0.0,0,0,0.0,24379010.378793493,0.0,0,0,7988585.476631381,25037214.086173728,0.0006601243119132422,0,0
1079,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,3,1,2,0,1,2,1,0,0,0,2,0,0,0,0,6,0.0,71223146.50296113,0.0,0,0,0.0,124827903.5097079,0.0,0,0,0.0,0.0,0.0,0,0,72164335.48151413,7332080.219521779,0.0025262727729581202,0,0,0.0,40273672.383724004,0.0,0,0
1080,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,2,1,2,0,0,0,0,1,0,0,8,0,1,3,0,0,0.0,71223146.50296113,0.0,0,0,0.0,0.0,0.0,0,0,0.0,20299287.62732069,0.0,0,0,166801.88895904395,24379010.378793493,9.947060977346863e-06,0,0,0.0,30351526.042379983,0.0,0,0
1081,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,3,1,0,3,3,0,0,0,6,7,7,0,7,1,0,0,0.0,76431543.68310125,0.0,0,0,0.0,47842699.56310011,0.0,0,0,0.0,73264038.44066289,0.0,0,0,619808.1983563234,32304948.475029543,2.7757036096087733e-05,0,0,6581460.363368401,25037214.086173728,0.0005432930300769378,0,0
1082,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,3,0,0,0,1,3,0,0,0,3,6,0,0,6,3,7,0.0,0.0,0.0,0,0,0.0,87722647.49511826,0.0,0,0,1185192.2880262756,24198032.45136138,0.00019610396485055228,0,0,3608066.123511451,12586457.998778107,0.00015200290363313055,0,0,0.0,137202819.23217666,0.0,0,0
1083,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,2,1,0,0,2,2,0,3,0,0,6,0,0,0,0,0,0.0,32694901.094161935,0.0,0,0,0.0,88613111.95505467,0.0,0,0,0.0,24198032.45136138,0.0,0,0,3614563.8753120652,12586457.998778107,0.00019065069977619313,0,0,6621825.771000551,0.0,0.0006738814754432118,0,0
